"base_experience","height","id","order","sprites","types","weight","name","bmi"
142,9,253,348,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",216,"Grovyle",240.00000000000003
142,9,256,352,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""fighting""}}]",195,"Combusken",216.66666666666669
62,4,255,351,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",25,"Torchic",62.5
265,17,254,349,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",522,"Sceptile",307.05882352941177
265,19,257,353,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""fighting""}}]",520,"Blaziken",273.6842105263158
268,15,260,357,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",819,"Swampert",546.0000000000001
142,7,259,356,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",280,"Marshtomp",399.99999999999994
56,5,261,359,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png""}","[{""slot"":1,""type"":{""name"":""dark""}}]",136,"Poochyena",272
62,4,258,355,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",76,"Mudkip",190
147,5,264,363,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",325,"Linoone",650
56,4,263,361,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",175,"Zigzagoon",437.5
147,10,262,360,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png""}","[{""slot"":1,""type"":{""name"":""dark""}}]",370,"Mightyena",370
56,3,265,365,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",36,"Wurmple",120.00000000000001
178,10,267,367,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",284,"Beautifly",284
72,6,266,366,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",100,"Silcoon",166.66666666666669
72,7,268,368,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",115,"Cascoon",164.28571428571428
119,12,271,371,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""grass""}}]",325,"Lombre",270.83333333333337
44,5,273,373,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",40,"Seedot",80
240,15,272,372,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""grass""}}]",550,"Ludicolo",366.6666666666667
173,12,269,369,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""poison""}}]",316,"Dustox",263.33333333333337
44,5,270,370,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""grass""}}]",26,"Lotad",52
119,10,274,374,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""dark""}}]",280,"Nuzleaf",280
240,13,275,375,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""dark""}}]",596,"Shiftry",458.46153846153845
54,6,278,378,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""flying""}}]",95,"Wingull",158.33333333333334
54,3,276,376,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",23,"Taillow",76.66666666666667
159,7,277,377,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",198,"Swellow",282.85714285714283
97,8,281,381,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""fairy""}}]",202,"Kirlia",252.50000000000003
40,4,280,380,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""fairy""}}]",66,"Ralts",165
154,12,279,379,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""flying""}}]",280,"Pelipper",233.33333333333334
259,16,282,382,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""fairy""}}]",484,"Gardevoir",302.50000000000006
54,5,283,386,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""water""}}]",17,"Surskit",34
159,8,284,387,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",36,"Masquerain",45
59,4,285,388,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",45,"Shroomish",112.5
161,12,286,389,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""fighting""}}]",392,"Breloom",326.6666666666667
56,8,287,390,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",240,"Slakoth",300
154,14,288,391,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",465,"Vigoroth",332.1428571428571
252,20,289,392,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",1305,"Slaking",652.5
53,5,290,393,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""ground""}}]",55,"Nincada",110
160,8,291,394,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",120,"Ninjask",150
83,8,292,395,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""ghost""}}]",12,"Shedinja",15.000000000000002
126,10,294,397,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",405,"Loudred",405
48,6,293,396,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",163,"Whismur",271.6666666666667
245,15,295,398,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",840,"Exploud",560
47,10,296,399,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png""}","[{""slot"":1,""type"":{""name"":""fighting""}}]",864,"Makuhita",864
166,23,297,400,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png""}","[{""slot"":1,""type"":{""name"":""fighting""}}]",2538,"Hariyama",1103.4782608695652
38,2,298,277,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""fairy""}}]",20,"Azurill",100
75,10,299,401,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png""}","[{""slot"":1,""type"":{""name"":""rock""}}]",970,"Nosepass",970
52,6,300,403,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",110,"Skitty",183.33333333333334
140,11,301,404,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",326,"Delcatty",296.3636363636364
133,5,302,405,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""ghost""}}]",110,"Sableye",220
133,6,303,407,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""fairy""}}]",115,"Mawile",191.66666666666669
66,4,304,409,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""rock""}}]",600,"Aron",1500
151,9,305,410,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""rock""}}]",1200,"Lairon",1333.3333333333335
265,21,306,411,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""rock""}}]",3600,"Aggron",1714.2857142857144
56,6,307,413,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png""}","[{""slot"":1,""type"":{""name"":""fighting""}},{""slot"":2,""type"":{""name"":""psychic""}}]",112,"Meditite",186.66666666666669
144,13,308,414,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png""}","[{""slot"":1,""type"":{""name"":""fighting""}},{""slot"":2,""type"":{""name"":""psychic""}}]",315,"Medicham",242.3076923076923
59,6,309,416,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",152,"Electrike",253.33333333333337
166,15,310,417,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",402,"Manectric",268.00000000000006
142,4,311,419,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",42,"Plusle",105
142,4,312,420,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",42,"Minun",105
151,6,314,422,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",177,"Illumise",295
151,7,313,421,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",177,"Volbeat",252.85714285714283
140,3,315,424,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""poison""}}]",20,"Roselia",66.66666666666667
60,4,316,426,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png""}","[{""slot"":1,""type"":{""name"":""poison""}}]",103,"Gulpin",257.5
163,17,317,427,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png""}","[{""slot"":1,""type"":{""name"":""poison""}}]",800,"Swalot",470.5882352941176
61,8,318,428,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""dark""}}]",208,"Carvanha",260
161,18,319,429,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""dark""}}]",888,"Sharpedo",493.3333333333334
80,20,320,431,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",1300,"Wailmer",650
175,145,321,432,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",3980,"Wailord",274.48275862068965
61,7,322,433,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""ground""}}]",240,"Numel",342.85714285714283
161,19,323,434,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""ground""}}]",2200,"Camerupt",1157.8947368421052
165,5,324,436,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",804,"Torkoal",1608
66,7,325,437,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",306,"Spoink",437.1428571428571
165,9,326,438,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",715,"Grumpig",794.4444444444445
58,7,328,440,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png""}","[{""slot"":1,""type"":{""name"":""ground""}}]",150,"Trapinch",214.28571428571428
119,11,329,441,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""dragon""}}]",153,"Vibrava",139.0909090909091
67,4,331,443,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",513,"Cacnea",1282.5
260,20,330,442,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""dragon""}}]",820,"Flygon",410
126,11,327,439,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",50,"Spinda",45.45454545454545
166,13,332,444,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""dark""}}]",774,"Cacturne",595.3846153846154
62,4,333,445,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",12,"Swablu",30.000000000000004
172,11,334,446,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""flying""}}]",206,"Altaria",187.27272727272728
160,13,335,448,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",403,"Zangoose",310
161,10,337,450,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""psychic""}}]",1680,"Lunatone",1680
58,4,339,452,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",19,"Barboach",47.5
160,27,336,449,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png""}","[{""slot"":1,""type"":{""name"":""poison""}}]",525,"Seviper",194.44444444444443
161,12,338,451,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""psychic""}}]",1540,"Solrock",1283.3333333333335
164,9,340,453,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",236,"Whiscash",262.22222222222223
62,6,341,454,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",115,"Corphish",191.66666666666669
175,15,344,457,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""psychic""}}]",1080,"Claydol",720
164,11,342,455,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""dark""}}]",328,"Crawdaunt",298.18181818181824
60,5,343,456,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""psychic""}}]",215,"Baltoy",430
71,10,345,458,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""grass""}}]",238,"Lileep",238
173,15,346,459,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""grass""}}]",604,"Cradily",402.66666666666674
71,7,347,460,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""bug""}}]",125,"Anorith",178.57142857142856
173,15,348,461,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""bug""}}]",682,"Armaldo",454.6666666666667
189,62,350,463,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",1620,"Milotic",261.2903225806452
154,10,352,468,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",220,"Kecleon",220
40,6,349,462,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",74,"Feebas",123.33333333333334
147,3,351,464,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",8,"Castform",26.666666666666668
59,6,353,469,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",23,"Shuppet",38.333333333333336
159,11,354,470,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",125,"Banette",113.63636363636364
59,8,355,472,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",150,"Duskull",187.5
159,16,356,473,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",306,"Dusclops",191.25
161,20,357,475,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""flying""}}]",1000,"Tropius",500
159,6,358,477,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",10,"Chimecho",16.666666666666668
163,12,359,478,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png""}","[{""slot"":1,""type"":{""name"":""dark""}}]",470,"Absol",391.6666666666667
52,6,360,298,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",140,"Wynaut",233.33333333333334
60,7,361,480,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png""}","[{""slot"":1,""type"":{""name"":""ice""}}]",168,"Snorunt",240
168,15,362,481,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png""}","[{""slot"":1,""type"":{""name"":""ice""}}]",2565,"Glalie",1710
58,8,363,484,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""water""}}]",395,"Spheal",493.75
144,11,364,485,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""water""}}]",876,"Sealeo",796.3636363636365
170,17,367,488,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",270,"Huntail",158.8235294117647
265,14,365,486,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""water""}}]",1506,"Walrein",1075.7142857142856
69,4,366,487,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",525,"Clamperl",1312.5
170,18,368,489,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",226,"Gorebyss",125.55555555555557
116,6,370,491,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",87,"Luvdisc",145.00000000000003
170,10,369,490,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""rock""}}]",234,"Relicanth",234
60,6,371,492,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png""}","[{""slot"":1,""type"":{""name"":""dragon""}}]",421,"Bagon",701.6666666666667
147,11,372,493,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png""}","[{""slot"":1,""type"":{""name"":""dragon""}}]",1105,"Shelgon",1004.5454545454545
300,15,373,494,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""flying""}}]",1026,"Salamence",684.0000000000001
60,6,374,496,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""psychic""}}]",952,"Beldum",1586.6666666666667
147,12,375,497,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""psychic""}}]",2025,"Metang",1687.5
300,16,376,498,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""psychic""}}]",5500,"Metagross",3437.5
290,17,377,500,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png""}","[{""slot"":1,""type"":{""name"":""rock""}}]",2300,"Regirock",1352.941176470588
